"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2017","WEEK #25","2017-06-25","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","UTAH","49","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #25","2017-06-25","STATE","WYOMING","56","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","COLORADO","08","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","DELAWARE","10","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","IDAHO","16","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","MONTANA","30","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","NEW YORK","36","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","UTAH","49","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #26","2017-07-02","STATE","WYOMING","56","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","COLORADO","08","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","DELAWARE","10","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","IDAHO","16","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","MONTANA","30","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","NEW YORK","36","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","11",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","UTAH","49","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #27","2017-07-09","STATE","WYOMING","56","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","ALABAMA","01","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","COLORADO","08","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","CONNECTICUT","09","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","DELAWARE","10","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","GEORGIA","13","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","IDAHO","16","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","INDIANA","18","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","IOWA","19","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","KANSAS","20","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","MAINE","23","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","MARYLAND","24","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","MONTANA","30","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","11",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","NEW YORK","36","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","OHIO","39","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","RHODE ISLAND","44","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","UTAH","49","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","VERMONT","50","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2017","WEEK #28","2017-07-16","STATE","WYOMING","56","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","WEEK #29","2017-07-23","NATIONAL","US TOTAL","","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","4",""
